Category,Priority,File,Line,Link_Text,Target,Status,Impact
other,low,commands/system-audit.md,165,Validation Engine,../shared/ValidationEngine.md,BROKEN,Navigation disruption in other system
other,low,commands/system-audit.md,166,Enhanced Template,../shared/EnhancedTemplate.md,BROKEN,Navigation disruption in other system
workflow,low,commands/system-audit.md,167,Workflow Phases,../shared/WorkflowPhases.md,BROKEN,Navigation disruption in workflow system
other,low,commands/system-audit.md,168,Agent Manager,../shared/AgentManager.md,BROKEN,Navigation disruption in other system
other,low,commands/system-audit.md,169,Documentation Engine,../shared/DocumentationEngine.md,BROKEN,Navigation disruption in other system
other,low,commands/system-audit.md,172,Commands Hub,../index.md,BROKEN,Navigation disruption in other system
other,low,commands/system-audit.md,173,CLAUDE.md Ultimate Authority,../../../CLAUDE.md,BROKEN,Navigation disruption in other system
navigation,high,commands/system-audit.md,174,Framework Documentation,../../../docs/index.md,BROKEN,Navigation disruption in navigation system
other,low,commands/system-audit.md,177,Create Ticket,../management/create-ticket.md,BROKEN,Navigation disruption in other system
other,low,commands/system-audit.md,178,Review Tickets,../management/review-tickets.md,BROKEN,Navigation disruption in other system
navigation,medium,commands/system-audit.md,180,Pattern Deduplicator,../../../agents/development/quality/pattern-deduplicator.md,BROKEN,Navigation disruption in navigation system
other,low,commands/system-audit.md,183,ValidationFramework.md,../core/ValidationFramework.md,BROKEN,Navigation disruption in other system
other,low,commands/system-audit.md,184,BaseCommand.md,../core/BaseCommand.md,BROKEN,Navigation disruption in other system
navigation,high,commands/system-audit.md,185,Auto-Ticket Generation Framework,../../../docs/components/auto-ticket-generation-framework.md,BROKEN,Navigation disruption in navigation system
navigation,high,commands/system-evolve.md,14,Return to Documentation Hub,../../docs/index.md,BROKEN,Navigation disruption in navigation system
navigation,high,commands/system-evolve.md,14,Master PRINCIPLES.md,../../docs/PRINCIPLES.md,BROKEN,Navigation disruption in navigation system
other,low,commands/system-evolve.md,14,Next: Browse commands index,../index.md,BROKEN,Navigation disruption in other system
workflow,high,commands/system-evolve.md,20,workflow.md systematic execution,../../docs/principles/workflow.md#evolutionary-analysis,BROKEN,Navigation disruption in workflow system
navigation,high,commands/system-evolve.md,20,engineering.md quality standards,../../docs/principles/engineering.md#coherence-validation,BROKEN,Navigation disruption in navigation system
other,low,commands/system-evolve.md,143,create-ticket.md,../management/create-ticket.md,BROKEN,Navigation disruption in other system
registry,high,commands/system-evolve.md,144,TICKET_REGISTRY.md,../../planning/TICKET_REGISTRY.md,BROKEN,Navigation disruption in registry system
other,low,commands/system-evolve.md,145,execute-parallel-plan.md,../execution/execute-parallel-plan.md,BROKEN,Navigation disruption in other system
navigation,medium,commands/system-evolve.md,148,project-optimizer,../../agents/project-optimizer.md,BROKEN,Navigation disruption in navigation system
navigation,medium,commands/system-evolve.md,149,validation-engineer,../../agents/validation-engineer.md,BROKEN,Navigation disruption in navigation system
navigation,medium,commands/system-evolve.md,150,migration-specialist,../../agents/migration-specialist.md,BROKEN,Navigation disruption in navigation system
navigation,high,commands/system-evolve.md,186,Navigate to Documentation Hub,../../docs/index.md,BROKEN,Navigation disruption in navigation system
other,low,commands/system-evolve.md,187,Browse commands index,../index.md,BROKEN,Navigation disruption in other system
navigation,high,commands/system-evolve.md,188,Study PRINCIPLES.md,../../docs/PRINCIPLES.md,BROKEN,Navigation disruption in navigation system
other,low,commands/system-evolve.md,194,Deploy create-ticket.md for evolutionary task generation,../management/create-ticket.md,BROKEN,Navigation disruption in other system
workflow,high,commands/system-evolve.md,197,Apply workflow.md for systematic execution,../../docs/principles/workflow.md,BROKEN,Navigation disruption in workflow system
navigation,high,commands/system-evolve.md,198,Follow engineering.md for quality standards,../../docs/principles/engineering.md,BROKEN,Navigation disruption in navigation system
navigation,high,commands/system-evolve.md,199,Use dynamic-adaptation.md for evolutionary responsiveness,../../docs/principles/dynamic-adaptation.md,BROKEN,Navigation disruption in navigation system
other,low,commands/agent-organization-audit.md,16,Return to commands hub,../index.md,BROKEN,Navigation disruption in other system
navigation,high,commands/agent-organization-audit.md,16,Study agent-selection.md for principles,../../docs/principles/agent-selection.md,BROKEN,Navigation disruption in navigation system
navigation,high,commands/agent-organization-audit.md,20,agent-selection.md highest specialization priority,../../docs/principles/agent-selection.md#selection-rules,BROKEN,Navigation disruption in navigation system
other,low,commands/agent-organization-audit.md,219,create-ticket.md,../management/create-ticket.md,BROKEN,Navigation disruption in other system
other,low,commands/modularize.md,17,Previous: Enhanced Review Tickets,../management/review-tickets.md,BROKEN,Navigation disruption in other system
other,low,commands/modularize.md,17,Return to Commands Hub,../index.md,BROKEN,Navigation disruption in other system
other,low,commands/modularize.md,17,Study Enhanced Template Architecture,../templates/enhanced-command-template.md,BROKEN,Navigation disruption in other system
other,low,commands/modularize.md,46,shared EnhancedTemplate,../shared/EnhancedTemplate.md,BROKEN,Navigation disruption in other system
other,low,commands/modularize.md,48,EnhancedTemplate.md,../shared/EnhancedTemplate.md,BROKEN,Navigation disruption in other system
other,low,commands/modularize.md,58,analysis_agent_deployment,../shared/AgentManager.md#analysis-command-agent-selection,BROKEN,Navigation disruption in other system
other,low,commands/modularize.md,67,AgentManager.md,../shared/AgentManager.md,BROKEN,Navigation disruption in other system
workflow,low,commands/modularize.md,105,analysis_workflow_phases,../shared/WorkflowPhases.md#analysis-command-workflow,BROKEN,Navigation disruption in workflow system
workflow,low,commands/modularize.md,109,WorkflowPhases.md,../shared/WorkflowPhases.md,BROKEN,Navigation disruption in workflow system
other,low,commands/modularize.md,113,code_organization_validation,../shared/ValidationEngine.md#code-organization-commands,BROKEN,Navigation disruption in other system
other,low,commands/modularize.md,117,ValidationEngine.md,../shared/ValidationEngine.md,BROKEN,Navigation disruption in other system
other,low,commands/modularize.md,221,Return to Commands Hub,../index.md,BROKEN,Navigation disruption in other system
other,low,commands/modularize.md,222,Study Enhanced Command Template,../templates/enhanced-command-template.md,BROKEN,Navigation disruption in other system
navigation,high,commands/modularize.md,223,Review Command Architecture Patterns,../../docs/components/command-architecture-patterns.md,BROKEN,Navigation disruption in navigation system
other,low,commands/modularize.md,227,Enhanced Create Ticket,../management/create-ticket.md,BROKEN,Navigation disruption in other system
other,low,commands/modularize.md,228,Enhanced Review Tickets,../management/review-tickets.md,BROKEN,Navigation disruption in other system
other,low,commands/modularize.md,231,Study CLAUDE.md ULTIMATE AUTHORITY,../../CLAUDE.md,BROKEN,Navigation disruption in other system
workflow,high,commands/modularize.md,232,Review Workflow Methodology,../../docs/principles/workflow.md,BROKEN,Navigation disruption in workflow system
navigation,high,commands/modularize.md,233,Access Organization Principles,../../docs/principles/organization.md,BROKEN,Navigation disruption in navigation system
other,low,commands/enforcement-gap-analysis.md,16,Return to commands hub,../index.md,BROKEN,Navigation disruption in other system
navigation,high,commands/enforcement-gap-analysis.md,16,Study PRINCIPLES.md for framework,../../docs/PRINCIPLES.md,BROKEN,Navigation disruption in navigation system
navigation,high,commands/enforcement-gap-analysis.md,20,directive.md enforcement requirements,../../docs/principles/directive.md,BROKEN,Navigation disruption in navigation system
workflow,low,commands/enforcement-gap-analysis.md,99,1-clarify.md,../workflow/1-clarify.md,BROKEN,Navigation disruption in workflow system
other,low,commands/enforcement-gap-analysis.md,100,create-ticket.md,../management/create-ticket.md,BROKEN,Navigation disruption in other system
other,low,commands/analyze-dependencies.md,14,Previous: Create execution scheduler,execute-parallel-plan.md,BROKEN,Navigation disruption in other system
other,low,commands/analyze-dependencies.md,14,Next: Deploy create-ticket,create-ticket.md,BROKEN,Navigation disruption in other system
navigation,high,commands/analyze-dependencies.md,20,Apply agent-selection.md MANDATORY agent-first execution,../../docs/principles/agent-selection.md#mandatory-agent-usage,BROKEN,Navigation disruption in navigation system
workflow,high,commands/analyze-dependencies.md,20,Apply workflow.md systematic dependency analysis,../../docs/principles/workflow.md#execution-phases,BROKEN,Navigation disruption in workflow system
other,low,commands/analyze-dependencies.md,323,Execute parallel plan,execute-parallel-plan.md,BROKEN,Navigation disruption in other system
other,low,commands/analyze-dependencies.md,324,Monitor execution,monitor-execution.md,BROKEN,Navigation disruption in other system
other,low,commands/analyze-dependencies.md,325,Deploy create-ticket,create-ticket.md,BROKEN,Navigation disruption in other system
other,critical,commands/index.md,37,Execute system-audit.md for comprehensive system analysis with auto-ticket generation,analysis/system-audit.md,BROKEN,Navigation disruption in other system
other,critical,commands/index.md,46,Execute modularize.md for component extraction,analysis/modularize.md,BROKEN,Navigation disruption in other system
other,critical,commands/index.md,90,Execute system-audit.md for comprehensive examination with auto-ticket generation,analysis/system-audit.md,BROKEN,Navigation disruption in other system
other,critical,commands/index.md,93,Execute audit-commands.md for command analysis,analysis/audit-commands.md,BROKEN,Navigation disruption in other system
other,critical,commands/index.md,96,Deploy analyze-dependencies.md for intelligent planning,analysis/analyze-dependencies.md,BROKEN,Navigation disruption in other system
other,critical,commands/index.md,99,Apply modularize.md for component extraction,analysis/modularize.md,BROKEN,Navigation disruption in other system
other,critical,commands/index.md,102,Execute system-evolve.md for evolutionary coherence,analysis/system-evolve.md,BROKEN,Navigation disruption in other system
workflow,critical,commands/index.md,200,Execute workflow-phases.md standard methodology,../docs/components/workflow-phases.md#standard-phases,BROKEN,Navigation disruption in workflow system
workflow,critical,commands/index.md,253,Execute workflow-phases.md consistent execution,../docs/components/workflow-phases.md#standard-phases,BROKEN,Navigation disruption in workflow system
workflow,critical,commands/index.md,261,Apply ticket generation variant,../docs/components/workflow-phases.md#create-ticket,BROKEN,Navigation disruption in workflow system
workflow,critical,commands/index.md,262,Apply component extraction variant,../docs/components/workflow-phases.md#modularize,BROKEN,Navigation disruption in workflow system
workflow,critical,commands/index.md,263,Apply priority execution variant,../docs/components/workflow-phases.md#review-tickets,BROKEN,Navigation disruption in workflow system
workflow,critical,commands/index.md,264,Apply system analysis variant,../docs/components/workflow-phases.md#system-audit,BROKEN,Navigation disruption in workflow system
navigation,critical,commands/index.md,281,Deploy project-optimizer.md for complex analysis,../agents/project-optimizer.md,BROKEN,Navigation disruption in navigation system
other,critical,commands/index.md,303,Execute system-audit.md for system analysis,analysis/system-audit.md,BROKEN,Navigation disruption in other system
other,critical,commands/index.md,304,Execute audit-commands.md for command analysis,analysis/audit-commands.md,BROKEN,Navigation disruption in other system
other,critical,commands/index.md,305,Deploy analyze-dependencies.md for mapping,analysis/analyze-dependencies.md,BROKEN,Navigation disruption in other system
other,critical,commands/index.md,306,Apply modularize.md for component extraction,analysis/modularize.md,BROKEN,Navigation disruption in other system
other,critical,commands/index.md,307,Execute system-evolve.md for evolutionary coherence,analysis/system-evolve.md,BROKEN,Navigation disruption in other system
navigation,high,commands/intelligent-command-selection.md,3,directive.md ultimate authority,../../docs/principles/directive.md,BROKEN,Navigation disruption in navigation system
workflow,high,commands/intelligent-command-selection.md,3,workflow.md systematic execution,../../docs/principles/workflow.md,BROKEN,Navigation disruption in workflow system
navigation,high,commands/problem-classification-matrix.md,3,directive.md ultimate authority,../../docs/principles/directive.md,BROKEN,Navigation disruption in navigation system
workflow,high,commands/problem-classification-matrix.md,3,workflow.md systematic execution,../../docs/principles/workflow.md,BROKEN,Navigation disruption in workflow system
other,low,commands/audit-commands.md,14,Previous: Browse commands index,../index.md,BROKEN,Navigation disruption in other system
navigation,high,commands/audit-commands.md,14,Return to Documentation Hub,../../docs/index.md,BROKEN,Navigation disruption in navigation system
navigation,high,commands/audit-commands.md,14,Master PRINCIPLES.md,../../docs/PRINCIPLES.md,BROKEN,Navigation disruption in navigation system
navigation,high,commands/audit-commands.md,34,organization.md,../../docs/principles/organization.md,BROKEN,Navigation disruption in navigation system
workflow,high,commands/audit-commands.md,34,workflow.md,../../docs/principles/workflow.md,BROKEN,Navigation disruption in workflow system
navigation,high,commands/audit-commands.md,248,organization.md,../../docs/principles/organization.md,BROKEN,Navigation disruption in navigation system
workflow,high,commands/audit-commands.md,249,workflow.md,../../docs/principles/workflow.md,BROKEN,Navigation disruption in workflow system
navigation,high,commands/audit-commands.md,250,engineering.md,../../docs/principles/engineering.md,BROKEN,Navigation disruption in navigation system
navigation,high,commands/audit-commands.md,255,Navigate to Documentation Hub,../../docs/index.md,BROKEN,Navigation disruption in navigation system
other,low,commands/audit-commands.md,256,Browse commands index,../index.md,BROKEN,Navigation disruption in other system
navigation,high,commands/audit-commands.md,257,Study PRINCIPLES.md,../../docs/PRINCIPLES.md,BROKEN,Navigation disruption in navigation system
navigation,high,commands/audit-commands.md,258,Access COMMANDS.md,../../docs/COMMANDS.md,BROKEN,Navigation disruption in navigation system
other,low,commands/audit-commands.md,263,Deploy create-ticket for improvement tracking,../management/create-ticket.md,BROKEN,Navigation disruption in other system
other,low,commands/audit-commands.md,264,Execute review-tickets for priority management,../management/review-tickets.md,BROKEN,Navigation disruption in other system
workflow,high,commands/audit-commands.md,267,Learn workflow-phases.md for execution methodology,../../docs/components/workflow-phases.md,BROKEN,Navigation disruption in workflow system
navigation,high,commands/audit-commands.md,268,Apply formatting.md for documentation standards,../../docs/principles/formatting.md,BROKEN,Navigation disruption in navigation system
navigation,high,commands/audit-commands.md,269,Use command-template.md for structure standards,../../docs/templates/command-template.md,BROKEN,Navigation disruption in navigation system
other,low,commands/audit-commands.md,274,Deploy complete-analysis for comprehensive workflows,../composition/complete-analysis.md,BROKEN,Navigation disruption in other system
other,low,commands/overdrive-engineering.md,17,Previous: Navigate to system-audit command,analysis/system-audit.md,BROKEN,Navigation disruption in other system
other,low,commands/overdrive-engineering.md,17,Next: Deploy modularize command,analysis/modularize.md,BROKEN,Navigation disruption in other system
other,low,commands/overdrive-engineering.md,523,Execute enhanced system-audit.md comprehensive analysis,analysis/system-audit.md,BROKEN,Navigation disruption in other system
other,low,commands/overdrive-engineering.md,524,Deploy enhanced modularize.md component extraction,analysis/modularize.md,BROKEN,Navigation disruption in other system
navigation,high,commands/overdrive-engineering.md,535,Study SIMPLE Framework implementation,../docs/principles/engineering.md#the-simple-framework,BROKEN,Navigation disruption in navigation system
navigation,high,commands/overdrive-engineering.md,536,Apply Complexity Budget Management,../docs/principles/engineering.md#complexity-budget-framework,BROKEN,Navigation disruption in navigation system
navigation,high,commands/overdrive-engineering.md,537,Reference Refactoring Decision Trees,../docs/principles/engineering.md#refactor-vs-rebuild-decision-tree,BROKEN,Navigation disruption in navigation system
navigation,high,commands/overdrive-engineering.md,538,Use Detection and Prevention Strategies,../docs/principles/engineering.md#detection-and-prevention,BROKEN,Navigation disruption in navigation system
other,low,commands/molecules/AnalysisMolecules.md,17,Return to Molecules Index,index.md,BROKEN,Navigation disruption in other system
workflow,low,commands/molecules/AnalysisMolecules.md,523,WorkflowMolecules.md,WorkflowMolecules.md,BROKEN,Navigation disruption in workflow system
other,low,commands/molecules/AnalysisMolecules.md,524,QualityMolecules.md,QualityMolecules.md,BROKEN,Navigation disruption in other system
other,low,commands/molecules/AnalysisMolecules.md,528,QualityAssuranceAssembly.md,../assemblies/QualityAssuranceAssembly.md,BROKEN,Navigation disruption in other system
other,low,commands/molecules/ManagementMolecules.md,17,Return to Molecules Index,index.md,BROKEN,Navigation disruption in other system
workflow,low,commands/molecules/ManagementMolecules.md,17,Next: Workflow Molecules,WorkflowMolecules.md,BROKEN,Navigation disruption in workflow system
workflow,low,commands/molecules/ManagementMolecules.md,555,WorkflowMolecules.md,WorkflowMolecules.md,BROKEN,Navigation disruption in workflow system
other,low,commands/molecules/ManagementMolecules.md,556,QualityMolecules.md,QualityMolecules.md,BROKEN,Navigation disruption in other system
other,low,commands/molecules/ManagementMolecules.md,559,TaskManagementAssembly.md,../assemblies/TaskManagementAssembly.md,BROKEN,Navigation disruption in other system
other,low,commands/molecules/ManagementMolecules.md,560,QualityAssuranceAssembly.md,../assemblies/QualityAssuranceAssembly.md,BROKEN,Navigation disruption in other system
navigation,high,commands/molecules/ManagementMolecules.md,564,Project Management,../../docs/architecture/project-management-patterns.md,BROKEN,Navigation disruption in navigation system
navigation,high,commands/molecules/ManagementMolecules.md,565,Resource Management,../../docs/principles/resource-optimization.md,BROKEN,Navigation disruption in navigation system
workflow,low,commands/atoms/WorkflowAtoms.md,425,WorkflowMolecules.md,../molecules/WorkflowMolecules.md,BROKEN,Navigation disruption in workflow system
other,low,commands/atoms/WorkflowAtoms.md,426,QualityMolecules.md,../molecules/QualityMolecules.md,BROKEN,Navigation disruption in other system
other,low,commands/atoms/ValidationAtoms.md,411,QualityMolecules.md,../molecules/QualityMolecules.md,BROKEN,Navigation disruption in other system
workflow,low,commands/atoms/AgentAtoms.md,409,WorkflowMolecules.md,../molecules/WorkflowMolecules.md,BROKEN,Navigation disruption in workflow system
other,critical,commands/atoms/index.md,17,Next: Molecular Components,../molecules/index.md,BROKEN,Navigation disruption in other system
workflow,critical,commands/atoms/index.md,364,WorkflowMolecules.md,../molecules/WorkflowMolecules.md,BROKEN,Navigation disruption in workflow system
other,critical,commands/atoms/index.md,365,QualityMolecules.md,../molecules/QualityMolecules.md,BROKEN,Navigation disruption in other system
other,critical,commands/atoms/index.md,369,TaskManagementAssembly.md,../assemblies/TaskManagementAssembly.md,BROKEN,Navigation disruption in other system
other,critical,commands/atoms/index.md,370,QualityAssuranceAssembly.md,../assemblies/QualityAssuranceAssembly.md,BROKEN,Navigation disruption in other system
other,low,commands/atoms/FileAtoms.md,356,QualityMolecules.md,../molecules/QualityMolecules.md,BROKEN,Navigation disruption in other system
other,low,commands/atoms/DocAtoms.md,17,Next: Molecules Overview,../molecules/index.md,BROKEN,Navigation disruption in other system
other,low,commands/atoms/DocAtoms.md,421,QualityMolecules.md,../molecules/QualityMolecules.md,BROKEN,Navigation disruption in other system
other,low,commands/core/WorkflowEngine.md,15,Return to Commands Hub,../../index.md,BROKEN,Navigation disruption in other system
other,low,commands/core/WorkflowEngine.md,15,Next: Documentation Handler,DocumentationHandler.md,BROKEN,Navigation disruption in other system
workflow,low,commands/core/WorkflowEngine.md,490,WorkflowInterface.md,../interfaces/WorkflowInterface.md,BROKEN,Navigation disruption in workflow system
workflow,low,commands/core/WorkflowEngine.md,494,PhaseExecutor.md,../modules/PhaseExecutor.md,BROKEN,Navigation disruption in workflow system
other,low,commands/core/WorkflowEngine.md,495,StateManager.md,../modules/StateManager.md,BROKEN,Navigation disruption in other system
workflow,low,commands/core/WorkflowEngine.md,498,SystemAuditWorkflow.md,../examples/SystemAuditWorkflow.md,BROKEN,Navigation disruption in workflow system
workflow,low,commands/core/WorkflowEngine.md,499,TicketCreationWorkflow.md,../examples/TicketCreationWorkflow.md,BROKEN,Navigation disruption in workflow system
other,low,commands/core/ValidationFramework.md,15,Return to Commands Hub,../../index.md,BROKEN,Navigation disruption in other system
other,low,commands/core/ValidationFramework.md,388,PluginManager.md,../modules/PluginManager.md,BROKEN,Navigation disruption in other system
other,low,commands/core/ValidationFramework.md,391,CommandValidator.md,../examples/CommandValidator.md,BROKEN,Navigation disruption in other system
other,low,commands/core/ValidationFramework.md,392,SystemAuditValidator.md,../examples/SystemAuditValidator.md,BROKEN,Navigation disruption in other system
other,low,commands/core/BaseCommand.md,15,Return to Commands Hub,../../index.md,BROKEN,Navigation disruption in other system
other,low,commands/core/BaseCommand.md,202,CreateTicketCommand.md,../examples/CreateTicketCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/core/AgentCoordinator.md,15,Return to Commands Hub,../../index.md,BROKEN,Navigation disruption in other system
other,low,commands/core/AgentCoordinator.md,430,AgentRegistry.md,../modules/AgentRegistry.md,BROKEN,Navigation disruption in other system
other,low,commands/core/AgentCoordinator.md,431,DeploymentStrategy.md,../modules/DeploymentStrategy.md,BROKEN,Navigation disruption in other system
other,low,commands/core/AgentCoordinator.md,434,SystemAuditCoordinator.md,../examples/SystemAuditCoordinator.md,BROKEN,Navigation disruption in other system
other,low,commands/core/AgentCoordinator.md,435,MultiAnalysisCoordinator.md,../examples/MultiAnalysisCoordinator.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/OrchestrationCommand.md,17,Return to Hierarchy Overview,README.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/OrchestrationCommand.md,610,MultiAnalysisExecutionCommand.md,../examples/MultiAnalysisExecutionCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/OrchestrationCommand.md,611,ParallelIntentAnalysisCommand.md,../examples/ParallelIntentAnalysisCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/OrchestrationCommand.md,612,AutomaticTriggerSystemCommand.md,../examples/AutomaticTriggerSystemCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/OrchestrationCommand.md,613,CompleteAnalysisCommand.md,../examples/CompleteAnalysisCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/OrchestrationCommand.md,617,Orchestration Molecules,../molecules/OrchestrationMolecules.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/OrchestrationCommand.md,618,Orchestration Assemblies,../assemblies/OrchestrationAssembly.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/OrchestrationCommand.md,623,Event Manager,../shared/EventManager.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/OrchestrationCommand.md,624,State Manager,../shared/StateManager.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/AbstractCommand.md,17,Previous: Command Hierarchy Overview,README.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/AbstractCommand.md,564,CreateTicketCommand.md,../examples/CreateTicketCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/AbstractCommand.md,565,ModularizeCommand.md,../examples/ModularizeCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/AnalysisCommand.md,17,Return to Hierarchy Overview,README.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/AnalysisCommand.md,586,PerformanceAnalysisCommand.md,../examples/PerformanceAnalysisCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/AnalysisCommand.md,587,DependencyAnalysisCommand.md,../examples/DependencyAnalysisCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/AnalysisCommand.md,588,ModularizeCommand.md,../examples/ModularizeCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/WorkflowCommand.md,17,Return to Hierarchy Overview,README.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/WorkflowCommand.md,668,ClarifyCommand.md,../examples/ClarifyCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/WorkflowCommand.md,669,ExploreCommand.md,../examples/ExploreCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/WorkflowCommand.md,670,AnalyzeCommand.md,../examples/AnalyzeCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/WorkflowCommand.md,671,ValidateCommand.md,../examples/ValidateCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/WorkflowCommand.md,672,DebugCommand.md,../examples/DebugCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/WorkflowCommand.md,673,RecurseCommand.md,../examples/RecurseCommand.md,BROKEN,Navigation disruption in other system
workflow,low,commands/hierarchy/WorkflowCommand.md,677,Workflow Molecules,../molecules/WorkflowMolecules.md,BROKEN,Navigation disruption in workflow system
workflow,low,commands/hierarchy/WorkflowCommand.md,678,Workflow Assemblies,../assemblies/WorkflowAssembly.md,BROKEN,Navigation disruption in workflow system
other,low,commands/hierarchy/WorkflowCommand.md,683,Progress Tracker,../shared/ProgressTracker.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/WorkflowCommand.md,684,State Manager,../shared/StateManager.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/ExecutionCommand.md,17,Return to Hierarchy Overview,README.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/ExecutionCommand.md,604,ExecuteTicketCommand.md,../examples/ExecuteTicketCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/ExecutionCommand.md,605,ExecuteParallelPlanCommand.md,../examples/ExecuteParallelPlanCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/ExecutionCommand.md,606,MonitorExecutionCommand.md,../examples/MonitorExecutionCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/ExecutionCommand.md,607,BatchProcessingCommand.md,../examples/BatchProcessingCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/ExecutionCommand.md,611,Execution Molecules,../molecules/ExecutionMolecules.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/ExecutionCommand.md,612,Execution Assemblies,../assemblies/ExecutionAssembly.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/ExecutionCommand.md,618,Performance Monitor,../shared/PerformanceMonitor.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/ManagementCommand.md,17,Return to Hierarchy Overview,README.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/ManagementCommand.md,616,CreateTicketCommand.md,../examples/CreateTicketCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/ManagementCommand.md,617,ReviewTicketsCommand.md,../examples/ReviewTicketsCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/ManagementCommand.md,618,ManageSystemsCommand.md,../examples/ManageSystemsCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/ManagementCommand.md,619,ProjectCoordinationCommand.md,../examples/ProjectCoordinationCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/ManagementCommand.md,624,Task Management Assembly,../assemblies/TaskManagementAssembly.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/interfaces/IExecutable.md,17,Return to Hierarchy Overview,../README.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/interfaces/IExecutable.md,17,Next: IValidatable,IValidatable.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/interfaces/IExecutable.md,447,IValidatable.md,IValidatable.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/interfaces/IExecutable.md,448,IComposable.md,IComposable.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/interfaces/IExecutable.md,449,IMonitorable.md,IMonitorable.md,BROKEN,Navigation disruption in other system
other,low,commands/hierarchy/interfaces/IExecutable.md,458,CreateTicketCommand.md,../../examples/CreateTicketCommand.md,BROKEN,Navigation disruption in other system
other,low,commands/plugins/ValidationPlugin.md,15,Return to Commands Hub,../../index.md,BROKEN,Navigation disruption in other system
other,low,commands/plugins/ValidationPlugin.md,15,Next: AgentPlugin,AgentPlugin.md,BROKEN,Navigation disruption in other system
other,low,commands/plugins/ValidationPlugin.md,432,PluginInterface.md,../interfaces/PluginInterface.md,BROKEN,Navigation disruption in other system
other,low,commands/plugins/ValidationPlugin.md,435,ParameterValidationPlugin.md,../examples/ParameterValidationPlugin.md,BROKEN,Navigation disruption in other system
other,low,commands/plugins/ValidationPlugin.md,436,FileSystemValidationPlugin.md,../examples/FileSystemValidationPlugin.md,BROKEN,Navigation disruption in other system
other,low,commands/plugins/ValidationPlugin.md,437,SecurityValidationPlugin.md,../examples/SecurityValidationPlugin.md,BROKEN,Navigation disruption in other system
other,low,commands/plugins/ValidationPlugin.md,440,PluginGenerator.md,../tools/PluginGenerator.md,BROKEN,Navigation disruption in other system
other,low,commands/plugins/ValidationPlugin.md,441,PluginTester.md,../tools/PluginTester.md,BROKEN,Navigation disruption in other system
other,low,commands/management/init-claude-md.md,88,global CLAUDE.md,~/.claude/CLAUDE.md,BROKEN,Navigation disruption in other system
workflow,high,commands/management/init-claude-md.md,100,8-phase workflow,~/.claude/docs/principles/workflow.md,BROKEN,Navigation disruption in workflow system
navigation,high,commands/management/init-claude-md.md,101,files.md,~/.claude/docs/principles/files.md,BROKEN,Navigation disruption in navigation system
